iter	Logloss	ZeroOneLoss
212	0.2488621149	0.07345
213	0.2487460796	0.07345
214	0.2486215802	0.07345
215	0.2484360187	0.07345
216	0.2482839446	0.07345
217	0.2481221224	0.07345
218	0.2479928748	0.07345
219	0.2478602263	0.07345
220	0.2476813051	0.07345
221	0.2476104081	0.07345
222	0.2474683935	0.07345
223	0.2472848703	0.07345
224	0.2471226171	0.07345
225	0.246968798	0.07345
226	0.2468161968	0.07345
227	0.2466644393	0.07345
228	0.2464932881	0.07345
229	0.2463821758	0.07345
230	0.246251765	0.07345
231	0.2461433072	0.07345
232	0.2459675807	0.07345
233	0.2458734113	0.07345
234	0.2457652571	0.07345
235	0.2456764543	0.07345
236	0.2455903824	0.07345
237	0.2455007038	0.07345
238	0.2453771268	0.07345
239	0.2452240968	0.07345
240	0.2451176964	0.07345
241	0.2449776087	0.07345
242	0.244864607	0.07345
243	0.244764436	0.07345
244	0.2446302726	0.07345
245	0.244527331	0.07345
246	0.2443897713	0.07345
247	0.2443090969	0.07345
248	0.2442127218	0.07345
249	0.2440787776	0.07345
250	0.2440019078	0.07345
251	0.2439152816	0.07345
252	0.2437966814	0.07345
253	0.2437212782	0.07345
254	0.2436954911	0.07345
255	0.2436352866	0.07345
256	0.2435117343	0.07345
257	0.2433847353	0.07345
258	0.2432975088	0.07345
259	0.2432157517	0.07345
260	0.2431187185	0.07345
261	0.2430166534	0.07345
262	0.2429423364	0.07345
263	0.2428141193	0.07345
264	0.2427521143	0.07345
265	0.2426650278	0.07345
266	0.2426024875	0.07345
267	0.2425163683	0.07345
268	0.2424118666	0.07345
269	0.2423115571	0.07345
270	0.2422461456	0.07345
271	0.2421637952	0.07345
272	0.2420775563	0.07345
273	0.2419843895	0.07345
274	0.241914641	0.07345
275	0.2418356297	0.07345
276	0.2417612551	0.07345
277	0.2416620128	0.07345
278	0.2416105002	0.07345
279	0.2415355086	0.07345
280	0.2414827269	0.07345
281	0.2414219517	0.07345
282	0.2413747351	0.07345
283	0.2412762502	0.07345
284	0.2412076515	0.07345
285	0.2411568815	0.07345
286	0.241121519	0.07345
287	0.2410657962	0.07345
288	0.2409516484	0.07345
289	0.240874675	0.07345
290	0.2408274143	0.07345
291	0.2407554396	0.07345
292	0.2407001107	0.07345
293	0.240618665	0.07345
294	0.2405676416	0.07345
295	0.2405108101	0.07345
296	0.2404646808	0.07345
297	0.2404069842	0.07345
298	0.2403389758	0.07345
299	0.2402917454	0.07345
300	0.2402471938	0.07345
301	0.2401880876	0.07345
302	0.2401475725	0.07345
303	0.2400843334	0.07345
304	0.240032036	0.07345
305	0.2399665058	0.07345
306	0.2399023857	0.07345
307	0.2398432802	0.07345
308	0.2397751814	0.07345
309	0.239716838	0.07345
310	0.2396351636	0.07345
311	0.2395661695	0.07345
312	0.2394821411	0.07345
313	0.2394292419	0.07345
314	0.2393757816	0.07345
315	0.2393386687	0.07345
316	0.2392812176	0.07345
317	0.2392343074	0.07345
318	0.2391700926	0.07345
319	0.2390939375	0.07345
320	0.2390374473	0.07345
321	0.2389976367	0.07345
322	0.2389535837	0.07345
323	0.2388999077	0.07345
324	0.2388766	0.07345
325	0.238828552	0.07345
326	0.2387970767	0.07345
327	0.2387263131	0.07345
328	0.2386824589	0.07345
329	0.2386427988	0.073425
330	0.2385679393	0.0734
331	0.2385057025	0.0734
332	0.23845464	0.0734
333	0.2384223224	0.0734
334	0.2383907447	0.0734
335	0.2383564643	0.0734
336	0.2383079631	0.0734
337	0.2382488434	0.0734
338	0.2382114945	0.0734
339	0.2381592308	0.0734
340	0.2381198408	0.0734
341	0.238049065	0.073375
342	0.2379931417	0.073375
343	0.2379581885	0.073375
344	0.2379107466	0.073375
345	0.2378648506	0.073375
346	0.237831626	0.073375
347	0.2378095934	0.073375
348	0.2377746754	0.073375
349	0.2377075652	0.073375
350	0.2376647675	0.073375
351	0.237602904	0.073375
352	0.2375749399	0.073375
353	0.2375338472	0.073375
354	0.2375105859	0.073375
355	0.237466647	0.073375
356	0.2373916112	0.073375
357	0.2373600494	0.07335
358	0.2373087496	0.07335
359	0.2372506871	0.07335
360	0.2372047153	0.073325
361	0.2371543826	0.073325
362	0.237128376	0.073325
363	0.2370837709	0.073325
364	0.2370575875	0.073325
365	0.2370317747	0.073325
366	0.2370238043	0.073325
367	0.236980433	0.073325
368	0.2369453954	0.073325
369	0.2369168401	0.073325
370	0.2368616959	0.073325
371	0.2368136601	0.073325
372	0.2367479842	0.0733
373	0.2367012933	0.0733
374	0.2366610994	0.0733
375	0.2366320146	0.0733
376	0.2365970628	0.0733
377	0.2365719646	0.0733
378	0.2365318903	0.073275
379	0.2364937877	0.073275
380	0.2364648291	0.073275
381	0.2364141388	0.073275
382	0.2363859787	0.073275
383	0.2363523863	0.073275
384	0.2363195085	0.073275
385	0.2362731088	0.073275
386	0.2362491372	0.073275
387	0.2362068187	0.073275
388	0.236168585	0.073275
389	0.2361334055	0.073275
390	0.2361074091	0.07325
391	0.2360741951	0.07325
392	0.236047203	0.07325
393	0.2360244579	0.07325
394	0.2359623682	0.07325
395	0.2359434533	0.07325
396	0.2359050814	0.07325
397	0.2358734703	0.07325
398	0.2358284908	0.07325
399	0.2358046038	0.07325
400	0.2357643687	0.07325
401	0.2357322801	0.07325
402	0.2357037671	0.07325
403	0.2356570888	0.07325
404	0.2355984655	0.07325
405	0.2355560231	0.07325
406	0.2355291045	0.07325
407	0.2355061767	0.073225
408	0.2354803708	0.0732
409	0.2354597761	0.0732
410	0.2354197927	0.073225
411	0.2353759343	0.073225
412	0.2353497353	0.0732
413	0.2353213411	0.0732
414	0.2352700579	0.0732
415	0.2352402585	0.0732
416	0.2351860651	0.07315
417	0.2351497455	0.07315
418	0.2351229994	0.07315
419	0.2350829864	0.07315
420	0.2350482009	0.07315
421	0.2350143709	0.07315
422	0.2349870666	0.073125
423	0.2349469613	0.073125
424	0.2349110008	0.073125
425	0.2348762831	0.073125
426	0.2348486627	0.073125
427	0.2348140929	0.073125
428	0.2347514209	0.0731
429	0.2347239825	0.0731
430	0.2347032872	0.0731
431	0.2346677225	0.0731
432	0.2346364182	0.0731
433	0.2346127721	0.0731
434	0.2345853325	0.0731
435	0.2345675973	0.0731
436	0.2345277392	0.0731
437	0.2344996776	0.0731
438	0.2344799876	0.0731
439	0.2344636229	0.0731
440	0.2344556848	0.0731
441	0.2344049272	0.0731
442	0.2343761565	0.0731
443	0.2343389283	0.0731
444	0.2343015319	0.0731
445	0.234268151	0.0731
446	0.2342473133	0.073075
447	0.2342087852	0.073075
448	0.2341830588	0.073075
449	0.2341584496	0.073075
450	0.2341494791	0.073075
451	0.2341133251	0.073075
452	0.2340872201	0.07305
453	0.2340618425	0.07305
454	0.2340386408	0.07305
455	0.2340236063	0.073025
456	0.2340023655	0.073025
457	0.2339847437	0.073025
458	0.233952602	0.073025
459	0.2339256323	0.073025
460	0.2338863776	0.073025
461	0.2338596965	0.073025
462	0.233837198	0.073025
463	0.2338199606	0.073025
464	0.2338066514	0.073
465	0.2337904846	0.073
466	0.2337743753	0.073
467	0.2337393779	0.072975
468	0.2337120512	0.072975
469	0.2336986657	0.072975
470	0.2336758206	0.072975
471	0.2336499738	0.072975
472	0.2335996202	0.072975
473	0.2335791148	0.072975
474	0.2335568015	0.072975
475	0.2335332834	0.072975
476	0.2335086697	0.072975
477	0.2334782687	0.072975
478	0.2334429124	0.072975
479	0.2334167017	0.07295
480	0.2334005761	0.07295
481	0.2333684305	0.07295
482	0.2333555308	0.07295
483	0.2333458439	0.07295
484	0.2333274148	0.07295
485	0.2333159324	0.07295
486	0.2332619728	0.07295
487	0.2332332695	0.07295
488	0.2332005452	0.07295
489	0.2331608676	0.07295
490	0.2331421104	0.07295
491	0.2331103423	0.07295
492	0.2330842162	0.07295
493	0.233044729	0.07295
494	0.2330182779	0.07295
495	0.2330053481	0.07295
496	0.2329815158	0.07295
497	0.2329610226	0.072925
498	0.232940059	0.072925
499	0.2329169662	0.072925
500	0.2328946276	0.072925
501	0.2328674836	0.072925
502	0.2328482209	0.072925
503	0.232835176	0.072925
504	0.232821389	0.072925
505	0.2327955028	0.072925
506	0.2327676108	0.072925
507	0.2327431728	0.072925
508	0.2327370852	0.072925
509	0.2327161293	0.072925
510	0.2326847677	0.072925
511	0.2326812597	0.072925
512	0.2326612303	0.072925
513	0.232646362	0.072925
514	0.2326294892	0.072925
515	0.2326112443	0.072925
516	0.2326106586	0.072925
517	0.2325893317	0.072925
518	0.2325693679	0.072925
519	0.2325460005	0.072925
520	0.2325175442	0.072925
521	0.2324920365	0.072925
522	0.232466489	0.072925
523	0.232447809	0.072925
524	0.2324377379	0.0729
525	0.2324285458	0.0729
526	0.2324117327	0.0729
527	0.2323961314	0.0729
528	0.2323942411	0.0729
529	0.232386893	0.0729
530	0.2323687949	0.0729
531	0.2323415069	0.072875
532	0.2323359231	0.072875
533	0.232302112	0.072875
534	0.2322802939	0.072875
535	0.2322636799	0.072875
536	0.2322607327	0.072875
537	0.2322496179	0.072875
538	0.232230801	0.072875
539	0.2322101653	0.072875
540	0.2321947709	0.072875
541	0.2321712671	0.072875
542	0.2321609008	0.072875
543	0.2321595972	0.072875
544	0.2321496046	0.072875
545	0.2321470141	0.072875
546	0.2321331817	0.072875
547	0.2321263742	0.072875
548	0.2321228901	0.072875
549	0.2321161036	0.072875
550	0.2321025121	0.072875
551	0.2320779931	0.072875
552	0.2320444507	0.07285
553	0.2320277222	0.07285
554	0.2320109146	0.07285
555	0.2320033449	0.072825
556	0.2319779042	0.0728
557	0.2319645354	0.0728
558	0.2319531485	0.0728
559	0.2319323531	0.0728
560	0.2319311371	0.0728
561	0.2318937975	0.0728
562	0.2318641389	0.0728
563	0.2318604581	0.0728
564	0.2318467032	0.0728
565	0.2318065529	0.0728
566	0.2317807854	0.0728
567	0.2317627434	0.0728
568	0.2317542726	0.0728
569	0.2317404105	0.0728
570	0.2317142836	0.0728
571	0.2317019961	0.0728
572	0.2316758672	0.0728
573	0.2316539142	0.0728
574	0.2316473326	0.0728
575	0.2316269581	0.0728
576	0.2316078977	0.0728
577	0.2315954939	0.0728
578	0.2315904302	0.0728
579	0.2315700571	0.0728
580	0.2315588724	0.0728
581	0.2315502948	0.0728
582	0.2315373966	0.0728
583	0.2315268155	0.0728
584	0.2315167885	0.0728
585	0.2314915746	0.0728
586	0.2314717708	0.0728
587	0.2314538964	0.0728
588	0.2314392633	0.0728
589	0.2314229427	0.0728
590	0.2314188528	0.0728
591	0.2314068807	0.0728
592	0.2313718525	0.0728
593	0.2313371497	0.072775
594	0.2313178006	0.072775
595	0.2313041261	0.072775
596	0.2312890051	0.072775
597	0.2312763163	0.07275
598	0.231255609	0.07275
599	0.2312260191	0.07275
600	0.2312210772	0.07275
601	0.2312057531	0.07275
602	0.2311949289	0.07275
603	0.2311806571	0.07275
604	0.2311698667	0.07275
605	0.231161453	0.07275
606	0.2311375221	0.07275
607	0.2311222709	0.07275
608	0.2311215824	0.07275
609	0.2311151552	0.07275
610	0.2311048037	0.07275
611	0.2310817028	0.07275
612	0.2310616778	0.07275
613	0.2310401502	0.07275
614	0.2310395356	0.07275
615	0.2310218533	0.07275
616	0.231010705	0.07275
617	0.2310000329	0.072775
618	0.2309896668	0.072775
619	0.2309651049	0.072775
620	0.230951809	0.072775
621	0.2309435933	0.072775
622	0.2309235796	0.072775
623	0.2309140953	0.072775
624	0.2309065537	0.072775
625	0.230894416	0.072775
626	0.2308926195	0.07275
627	0.2308681055	0.07275
628	0.2308675411	0.07275
629	0.2308601643	0.07275
630	0.2308548866	0.07275
631	0.230848808	0.07275
632	0.2308483946	0.07275
633	0.2308411396	0.072725
634	0.2308234097	0.072725
635	0.2308230032	0.072725
636	0.2308133296	0.0727
637	0.2307958021	0.0727
638	0.2307725969	0.0727
639	0.2307597617	0.0727
640	0.2307252742	0.0727
641	0.2307055473	0.0727
642	0.2306968686	0.0727
643	0.2306799705	0.0727
644	0.2306624425	0.0727
645	0.2306408729	0.0727
646	0.2306244397	0.0727
647	0.2306043967	0.0727
648	0.2305834334	0.0727
649	0.2305623211	0.072675
650	0.2305619122	0.072675
651	0.2305550405	0.072675
652	0.2305487208	0.072675
653	0.2305449228	0.072675
654	0.2305358418	0.072675
655	0.23051504	0.072625
656	0.2304844551	0.07265
657	0.2304653322	0.07265
658	0.2304442837	0.072625
659	0.2304370082	0.072625
660	0.2304050871	0.072625
661	0.2303989147	0.072625
662	0.2303727187	0.072625
663	0.2303672148	0.072625
664	0.2303506186	0.072625
665	0.2303467159	0.0726
666	0.230339013	0.072625
667	0.2303255717	0.072625
668	0.230307216	0.072625
669	0.2303049642	0.072625
670	0.2302931288	0.072625
671	0.2302738009	0.072625
672	0.2302731957	0.072625
673	0.2302622499	0.072625
674	0.2302618523	0.072625
675	0.2302354173	0.072625
676	0.2302181956	0.072625
677	0.2302095735	0.072625
678	0.2302082314	0.072625
679	0.2301990446	0.072625
680	0.2301986556	0.072625
681	0.230182961	0.0726
682	0.2301707873	0.0726
683	0.2301585069	0.0726
684	0.2301360199	0.0726
685	0.2301320382	0.0726
686	0.230114367	0.0726
687	0.2301031214	0.0726
688	0.2300852023	0.0726
689	0.2300665955	0.07255
690	0.2300555487	0.07255
691	0.2300483683	0.07255
692	0.2300312875	0.07255
693	0.2300145033	0.07255
694	0.2300078286	0.07255
695	0.2300027584	0.07255
696	0.2299952436	0.07255
697	0.2299900006	0.072575
698	0.2299792183	0.07255
699	0.2299672727	0.072575
700	0.2299435415	0.07255
701	0.2299410481	0.07255
702	0.2299404209	0.0725
703	0.2299321024	0.0725
704	0.2299207082	0.0725
705	0.2299049523	0.072525
706	0.229889698	0.072525
707	0.2298891032	0.072525
708	0.2298853246	0.072525
709	0.2298660385	0.0725
710	0.2298528156	0.0725
711	0.2298416198	0.0725
712	0.2298406406	0.0725
713	0.2298261331	0.0725
714	0.2298084318	0.0725
715	0.229803109	0.0725
716	0.2298027414	0.0725
717	0.2297881481	0.0725
718	0.2297835209	0.0725
719	0.2297603947	0.0725
720	0.229754839	0.0725
721	0.2297435205	0.0725
722	0.2297319763	0.0725
723	0.2297238653	0.0725
724	0.22972323	0.0725
725	0.2297139165	0.0725
726	0.2297056063	0.0725
727	0.2296990151	0.0725
728	0.2296856641	0.0725
729	0.2296713852	0.0725
730	0.2296657526	0.0725
731	0.2296575773	0.0725
732	0.2296415515	0.0725
733	0.2296339465	0.0725
734	0.2296168854	0.0725
735	0.229609265	0.0725
736	0.2296022329	0.0725
737	0.2295943188	0.0725
738	0.2295806415	0.0725
739	0.2295695837	0.0725
740	0.2295596762	0.0725
741	0.2295537947	0.0725
742	0.2295474952	0.0725
743	0.2295345692	0.0725
744	0.2295249776	0.072475
745	0.2295089056	0.072475
746	0.2294997262	0.072475
747	0.2294934952	0.072475
748	0.2294743251	0.072475
749	0.2294686011	0.072475
750	0.2294682515	0.072475
751	0.2294550752	0.072475
752	0.2294471192	0.072475
753	0.2294290925	0.07245
754	0.2294209473	0.07245
755	0.2294001157	0.07245
756	0.2293953164	0.07245
757	0.2293790398	0.07245
758	0.229373804	0.07245
759	0.2293673026	0.072425
760	0.2293628106	0.072425
761	0.2293592788	0.072425
762	0.2293374178	0.072425
763	0.2293290993	0.072425
764	0.229313384	0.072425
765	0.2293077693	0.072425
766	0.2293021829	0.072425
767	0.2292870353	0.072425
768	0.2292722414	0.072425
769	0.2292318502	0.072375
770	0.2292207011	0.072375
771	0.2292170351	0.072375
772	0.2291961454	0.072375
773	0.229194283	0.072375
774	0.2291902928	0.072375
775	0.2291743755	0.072375
776	0.2291513981	0.072375
777	0.2291467669	0.072375
778	0.2291333821	0.072375
779	0.2291130023	0.072375
780	0.2291085882	0.072375
781	0.2291039635	0.07235
782	0.2290810365	0.07235
783	0.2290741609	0.07235
784	0.2290736038	0.07235
785	0.2290696438	0.07235
786	0.2290588776	0.07235
787	0.2290570998	0.07235
788	0.2290486526	0.07235
789	0.2290406279	0.07235
790	0.2290299147	0.07235
791	0.2290253695	0.07235
792	0.2290200619	0.07235
793	0.2290164266	0.07235
794	0.2290059694	0.07235
795	0.2289919531	0.07235
796	0.2289803111	0.07235
797	0.2289775398	0.07235
798	0.2289652657	0.07235
799	0.2289637389	0.07235
800	0.2289626345	0.07235
801	0.2289562614	0.07235
802	0.2289530144	0.07235
803	0.228942001	0.07235
804	0.2289330423	0.07235
805	0.2289239332	0.07235
806	0.2289168528	0.07235
807	0.2289098092	0.07235
808	0.2288999087	0.07235
809	0.2288989561	0.07235
810	0.2288951548	0.07235
811	0.2288595519	0.07235
812	0.2288470828	0.07235
813	0.2288396805	0.072325
814	0.2288311778	0.072325
815	0.2288288599	0.072325
816	0.2288171655	0.072325
817	0.2288166364	0.072325
818	0.228816352	0.072325
819	0.2288128604	0.072325
820	0.2288108123	0.072325
821	0.2287995198	0.072325
822	0.2287851166	0.072325
823	0.2287815421	0.072325
824	0.2287738531	0.072325
825	0.2287531772	0.0723
826	0.2287397305	0.07225
827	0.2287384154	0.07225
828	0.2287381398	0.07225
829	0.228723386	0.072225
830	0.2286969027	0.072225
831	0.2286895688	0.072225
832	0.2286798623	0.072225
833	0.2286720593	0.072225
834	0.2286560128	0.072225
835	0.2286424362	0.072175
836	0.2286263391	0.072175
837	0.2286169593	0.072175
838	0.2286078809	0.072175
839	0.2285939787	0.0722
840	0.2285772726	0.0722
841	0.2285654095	0.0722
842	0.228562997	0.0722
843	0.2285627153	0.0722
844	0.2285598266	0.0722
845	0.2285479099	0.0722
846	0.2285417872	0.0722
847	0.2285325204	0.0722
848	0.2285250948	0.0722
849	0.2285139308	0.0722
850	0.2285121628	0.0722
851	0.2285060241	0.0722
852	0.228504448	0.0722
853	0.2285025565	0.0722
854	0.2284843125	0.0722
855	0.2284810785	0.0722
856	0.228475969	0.072175
857	0.2284640638	0.072175
858	0.2284563818	0.0722
859	0.2284539086	0.0722
860	0.228450259	0.0722
861	0.2284395832	0.0722
862	0.2284313703	0.0722
863	0.2284196206	0.072225
864	0.2284039531	0.072225
865	0.2283862638	0.0722
866	0.2283720234	0.0722
867	0.2283603971	0.0722
868	0.2283589583	0.0722
869	0.2283552386	0.0722
870	0.2283412066	0.0722
871	0.2283336291	0.0722
872	0.2283213432	0.0722
873	0.2283204643	0.0722
874	0.2283152234	0.072175
875	0.2283149836	0.072175
876	0.2283081389	0.072175
877	0.2283018963	0.072175
878	0.2282957681	0.072175
879	0.2282851419	0.07215
880	0.2282798345	0.07215
881	0.228278128	0.07215
882	0.2282715114	0.07215
883	0.2282714285	0.07215
884	0.2282595212	0.07215
885	0.2282512614	0.07215
886	0.2282366691	0.072125
887	0.2282351606	0.072125
888	0.2282077076	0.072125
889	0.2282046884	0.072125
890	0.2281992705	0.072125
891	0.2281919952	0.0721
892	0.2281798285	0.0721
893	0.2281685984	0.0721
894	0.2281305282	0.0721
895	0.2281119152	0.0721
896	0.2281014292	0.0721
897	0.2280997949	0.0721
898	0.2280941651	0.0721
899	0.228077747	0.0721
900	0.2280760582	0.0721
901	0.2280688878	0.0721
902	0.228054646	0.0721
903	0.2280472536	0.0721
904	0.2280397044	0.0721
905	0.2280316247	0.0721
906	0.2280311273	0.0721
907	0.2280267611	0.072125
908	0.2280234034	0.072125
909	0.2280070938	0.0721
910	0.2279936431	0.0721
911	0.2279815948	0.0721
912	0.2279710711	0.0721
913	0.2279706116	0.0721
914	0.2279514807	0.0721
915	0.2279468236	0.0721
916	0.2279414477	0.0721
917	0.227927203	0.0721
918	0.227926121	0.0721
919	0.2279205991	0.0721
920	0.2279162215	0.0721
921	0.2279038228	0.0721
922	0.2278921441	0.0721
923	0.2278884812	0.0721
924	0.227878696	0.072075
925	0.2278571508	0.0721
926	0.2278486652	0.0721
927	0.2278330674	0.0721
928	0.2278299909	0.0721
929	0.22782184	0.0721
930	0.2278213916	0.0721
931	0.2278151668	0.0721
932	0.2278136138	0.0721
933	0.2278125041	0.0721
934	0.2278092971	0.0721
935	0.2278085311	0.0721
936	0.2278028013	0.0721
937	0.227796437	0.0721
938	0.2277832575	0.0721
939	0.2277542665	0.07205
940	0.2277523613	0.07205
941	0.2277383274	0.072025
942	0.227722165	0.072025
943	0.2277153931	0.072025
944	0.2277073246	0.072025
945	0.2277068994	0.072025
946	0.227696706	0.072025
947	0.2276835156	0.07205
948	0.2276693574	0.072025
949	0.227657464	0.072025
950	0.2276485124	0.072025
951	0.2276483179	0.072025
952	0.2276402498	0.072075
953	0.2276332083	0.072075
954	0.2276215438	0.072075
955	0.2276175581	0.072075
956	0.2276076487	0.07205
957	0.2276017307	0.072075
958	0.2275826641	0.07205
959	0.227582243	0.07205
960	0.2275818267	0.07205
961	0.2275727361	0.07205
962	0.2275530218	0.07205
963	0.2275434373	0.072025
964	0.2275268876	0.072025
965	0.2275155707	0.072025
966	0.2275028334	0.071975
967	0.2274998104	0.071975
968	0.227492245	0.071975
969	0.2274905044	0.071975
970	0.227486153	0.072
971	0.2274786389	0.072
972	0.2274676465	0.071975
973	0.2274650638	0.071975
974	0.227448606	0.071975
975	0.2274424837	0.072
976	0.2274385725	0.072
977	0.2274316187	0.072
978	0.2274225061	0.072
979	0.2274148491	0.072
980	0.2273854406	0.071975
981	0.2273808513	0.071975
982	0.227367034	0.071975
983	0.2273542801	0.072
984	0.2273506221	0.072
985	0.2273440505	0.071975
986	0.2273409762	0.071975
987	0.2273262066	0.072
988	0.2273130225	0.072025
989	0.2273094176	0.072025
990	0.2273059754	0.072025
991	0.227300654	0.072025
992	0.2272869813	0.072
993	0.2272819281	0.072
994	0.2272762742	0.072
995	0.2272756629	0.072
996	0.2272587912	0.072
997	0.2272464872	0.072
998	0.227244683	0.072
999	0.2272389037	0.072
